Nem Lula nem o partido ainda encontraram um discurso para se diferenciar.	Nem Lula nem o partido ainda encontraram um discurso para se diferenciar .	expl
Com os olhos na Rússia, tecnicamente em violação do texto assinado em 1990, os países-membros do tratado sobre as armas convencionais na Europa voltam a reunir-se a partir de hoje, em Viena, para tentar limpar definitivamente o continente de armas convencionais.	Com os olhos em a Rússia , tecnicamente em violação de o texto assinado em 1990 , os países-membros de o tratado sobre as armas convencionais em a Europa voltam a reunir se a partir de hoje , em Viena , para tentar limpar definitivamente o continente de armas convencionais .	expl
Outra ideia exposta por Soltwedel foi a de que o mercado de trabalho, apesar de envolver pessoas, deve funcionar como qualquer outro mercado, acrescentando que os europeus têm de se livrar da ideia que os salários não têm nada a ver com o trabalho realizado.	Outra ideia exposta por Soltwedel foi a de que o mercado de trabalho , apesar de envolver pessoas , deve funcionar como qualquer outro mercado , acrescentando que os europeus têm de se livrar de a ideia que os salários não têm nada a ver com o trabalho realizado .	obj
Na sua óptica, isto deve-se a todo o tempo em que a indústria europeia esteve protegida.	Em a sua óptica , isto deve se a todo o tempo em que a indústria europeia esteve protegida .	expl
Depois de tanto tempo debaixo do guarda-chuva, é evidente que a Europa se vai molhar.	Depois de tanto tempo debaixo de o guarda-chuva , é evidente que a Europa se vai molhar .	expl
Este, vencedor da ordem de Mérito de 89 e 17º do ranking mundial, posiciona-se agora como o principal favorito à vitória no Open português.	Este , vencedor de a ordem de Mérito de 89 e 17º de o ranking mundial , posiciona se agora como o principal favorito a a vitória em o Open português .	expl
Seguir-se-ia uma recuperação de grande categoria, na qual alcançou cinco birdies, o que lhe permitiu manter as aspirações a um lugar entre os 65 finalistas dos dois derradeiros dias da competição.	Seguiria se uma recuperação de grande categoria , em a qual alcançou cinco birdies , o que lhe permitiu manter as aspirações a um lugar entre os 65 finalistas de os dois derradeiros dias de a competição .	expl
Tenho dito aos meus que devem preocupar-se com esse dia, não por mim, mas por eles.	Tenho dito a os meus que devem preocupar se com esse dia , não por mim , mas por eles .	expl
mas se a lembrança for de saudade, então acho que pode ser uma boa coisa.	mas se a lembrança for de saudade , então acho que pode ser uma boa coisa .	mark
A sua equipa, encabeçada pelos coordenadores técnicos Bernardo Manuel e Abreu Matos, também se mantém, e a tónica é antes a do seu reforço, com a entrada de Fernando Mamede para o quadro técnico, com funções ainda para definir, e de um incondicional do atletismo do clube, António Frade, como seccionista.	A sua equipa , encabeçada por os coordenadores técnicos Bernardo Manuel e Abreu Matos , também se mantém , e a tónica é antes a de o seu reforço , com a entrada de Fernando Mamede para o quadro técnico , com funções ainda para definir , e de um incondicional de o atletismo de o clube , António Frade , como seccionista .	expl
Vítor Mendes realça também o significado dos títulos na perspectiva que defende de o atletismo do clube não se especializar só no meio-fundo, como chegou a ser superiormente equacionado:	Vítor Mendes realça também o significado de os títulos em a perspectiva que defende de o atletismo de o clube não se especializar só em o meio-fundo , como chegou a ser superiormente equacionado :	expl
Seria necessária uma nova conferência intergovernamental sobre a União Política Europeia mesmo antes da revisão do Tratado, agendada para 1996 e, em seu entender, o alargamento da Comunidade aconselharia a que esta se dotasse de uma verdadeira constituição com metas e com princípios.	Seria necessária uma nova conferência intergovernamental sobre a União Política Europeia mesmo antes de a revisão de o Tratado , agendada para 1996 e , em seu entender , o alargamento de a Comunidade aconselharia a que esta se dotasse de uma verdadeira constituição com metas e com princípios .	expl
O Dow Jones passou novamente a barreira dos 2.900 pontos para se situar pouco acima dos 2906 pontos na sessão de quarta-feira.	O Dow Jones passou novamente a barreira de os 2.900 pontos para se situar pouco acima de os 2906 pontos em a sessão de quarta-feira .	expl
Há mais de uma semana que o cessar-fogo entre sérvios e muçulmanos está a ser mais ou menos respeitado e, à semelhança das restantes frentes de combate, a situação nesta região tem-se mantido calma.	Há mais de uma semana que o cessar-fogo entre sérvios e muçulmanos está a ser mais ou menos respeitado e , a a semelhança de as restantes frentes de combate , a situação em esta região tem se mantido calma .	expl
Apesar de em Brcko, 54 quilómetros a noroeste, se terem registado violentos confrontos no fim-de-semana.	Apesar de em Brcko , 54 quilómetros a noroeste , se terem registado violentos confrontos em o fim-de-semana .	expl
A refeição é subitamente interrompida pela aparição de um jipe NIVA 600 de onde saem dois soldados armados andar armado nesta região, seja-se civil ou militar, é medida obrigatória com os boletins de voto para o referendo dentro de um grande envelope.	A refeição é subitamente interrompida por a aparição de um jipe NIVA 600 de onde saem dois soldados armados andar armado em esta região , seja se civil ou militar , é medida obrigatória com os boletins de voto para o referendo dentro de um grande envelope .	expl
Na Videoteca de Lisboa, às 22h30, realiza-se o II Encontro da Associação de Vídeo, Arte e Novas Tecnologias Interactivas PT.	Em a Videoteca de Lisboa , a as 22h30 , realiza se o II Encontro de a Associação de Vídeo , Arte e Novas Tecnologias Interactivas PT .	expl
A entidade patronal da Guial, a empresa têxtil de Barcelos cujos trabalhadores se mantêm em greve desde a passada quinta-feira, requereu ao Tribunal Judicial de Barcelos a ilegalidade da medida tomada recentemente pelos trabalhadores e que consistiu no impedimento da saída de quatro carrinhas da companhia carregadas de mercadoria.	A entidade patronal de a Guial , a empresa têxtil de Barcelos cujos trabalhadores se mantêm em greve desde a passada quinta-feira , requereu a o Tribunal Judicial de Barcelos a ilegalidade de a medida tomada recentemente por os trabalhadores e que consistiu em o impedimento de a saída de quatro carrinhas de a companhia carregadas de mercadoria .	expl
Já antes José Borrell tinha criticado acidamente a comunicação social, a propósito das insistentes perguntas sobre se a ponte abria ao tráfego imediatamente ou não:	Já antes José Borrell tinha criticado acidamente a comunicação social , a propósito de as insistentes perguntas sobre se a ponte abria a o tráfego imediatamente ou não :	mark
O Grupo Champalimaud, a Petrogal, a TAP-Air Portugal, a Marconi, a Salvador Caetano, a Tertir, a Somec e a Soares da Costa são algumas das que mais investiram e, presume-se, maiores interesses têm a defender.	O Grupo Champalimaud , a Petrogal , a TAP-Air Portugal , a Marconi , a Salvador Caetano , a Tertir , a Somec e a Soares de a Costa são algumas de as que mais investiram e , presume se , maiores interesses têm a defender .	nsubj
Se a isto acrescentarmos o que está a ser perdido passageiros e mercadorias na TAP, mercadorias na Portline e na Transinsular, dormidas nos hotéis (Hotti e 24 de Setembro), operações na banca (Banco Internacional da Guiné-Bissau e Totta & Açores), turistas nos clubes de caça (como o de Capé) --, as verbas perdidas causarão vertigens.	Se a isto acrescentarmos o que está a ser perdido passageiros e mercadorias em a TAP , mercadorias em a Portline e em a Transinsular , dormidas em os hotéis ( Hotti e 24 de Setembro ) , operações em a banca ( Banco Internacional de a Guiné-Bissau e Totta & Açores ) , turistas em os clubes de caça ( como o de Capé ) -- , as verbas perdidas causarão vertigens .	mark
Esperavam, pois, encontrar uma cidade em estado de sítio, mas depararam-se com uma estranha normalidade.	Esperavam , pois , encontrar uma cidade em estado de sítio , mas depararam se com uma estranha normalidade .	expl
Quando se trata de falar é que já é mais difícil.	Quando se trata de falar é que já é mais difícil .	expl
E a maior dessas atrocidades passou-se há 60 anos, em Guernica, para sempre imortalizada no famoso quadro de Pablo Picasso.	E a maior de essas atrocidades passou se há 60 anos , em Guernica , para sempre imortalizada em o famoso quadro de Pablo Picasso .	expl
Contudo, uma única pergunta: o novo Presidente ficar-se-á por aqui?	Contudo , uma única pergunta : o novo Presidente ficará se por aqui ?	expl
Trata-se de facto de apostas.	Trata se de facto de apostas .	expl
Essa mesma colectânea deu mais recentemente origem a um reedição em dois CD duplos, que se encontram esgotados no nosso mercado.	Essa mesma colectânea deu mais recentemente origem a um reedição em dois CD duplos , que se encontram esgotados em o nosso mercado .	expl
O vice-primeiro-ministro e ministro dos Negócios Estrangeiros iemenita, Abdel Kader Bajamal, deverá deslocar-se hoje à Arábia Saudita para tentar desbloquear a querela, disse à AFP um diplomata em Sanaa, capital iemenita.	O vice-primeiro-ministro e ministro de os Negócios Estrangeiros iemenita , Abdel Kader Bajamal , deverá deslocar se hoje a a Arábia Saudita para tentar desbloquear a querela , disse a a AFP um diplomata em Sanaa , capital iemenita .	expl
Foi ministro de Jacques Chirac (1986-1988) e agora é considerado o seu principal rival, embora ainda não se tenha candidatado oficialmente às presidenciais.	Foi ministro de Jacques Chirac ( 1986-1988 ) e agora é considerado o seu principal rival , embora ainda não se tenha candidatado oficialmente a as presidenciais .	expl
Balladur nasceu em Esmirna (Turquia), em 1929, e formou-se na Escola Nacional de Administração, de onde saiu a elite da função pública francesa.	Balladur nasceu em Esmirna ( Turquia ) , em 1929 , e formou se em a Escola Nacional de Administração , de onde saiu a elite de a função pública francesa .	expl
