,0
"Para o secretário geral da ASGFIM torna-se, no entanto, necessário proceder a certas alterações dentro do sector, por forma a torná-lo mais competitivo.",expl
"A vitória, por 3-0, do Estrela da Amadora frente ao Desportivo de Chaves é indiscutível, como também é indesmentível que aquilo que se viu ontem na Reboleira pouco teve a ver com futebol.",nsubj
O jogo dos visitantes descreve-se com uma palavra: paupérrimo.,expl
"O investimento directo português no estrangeiro elevou-se no período em análise a 482 milhões de dólares, o que é mais 48,31 por cento do que o verificado no período homólogo do ano de 1991, e que se explica em grande parte pelo aumento do investimento industrial em Espanha.",expl
"Quase metade dos valores registados destinam-se ao país vizinho e, desse montante, cerca de 95 por cento terá sido aplicado na indústria.",expl
"O investimento líquido nacional em títulos estrangeiros, por seu turno, elevou-se a 298 milhões de dólares quando no ano anterior praticamente não tinha expressão.",expl
"Uma senhora, porém, que não resistiu a abraçar com algum orgulho o vereador Oliveira Dias, chamando-lhe «ex-camarada» (recorde-se que Oliveira Dias foi, durante largos anos, o rosto da CDU na autarquia portuense), abeirou-se de Gomes para lhe dizer que os armários que a Câmara instalou na avenida são exíguos para guardar a mercadoria.",expl
"O presidente desculpou-se, lembrando-lhe, mais uma vez, que tudo aquilo é provisório.",obj
"«Transpareceu a tentativa de evitar discutir este problema e, depois, uma certa vontade de que o assunto fosse dado como definitivamente arrumado.",aux:pass
"Finalmente, o ministro acabou por admitir que esta questão terá que ser analisada futuramente, não deixando de considerar que a abolição terá que se verificar, mas sem definir qualquer horizonte temporal», sustenta o presidente da Assembleia Municipal.",obj
"«A única justificação para não haver a abolição de portagens é de que, ali, se recebe muito dinheiro», conclui o presidente da Assembleia Municipal.",nsubj
O Presidente da Assembleia da República solicitou a vários juristas ligados ao seu gabinete que se pronunciem sobre a legalidade da forma como tem sido descontada no vencimento de deputados do PSD a quantia correspondente às multas aplicadas por faltas de comparência.,expl
"Barbosa de Melo foi sensível às reclamações de alguns parlamentares da maioria que a ele se dirigiram pondo em causa tais descontos sem deles terem sido previamente informados e, segundo o PÚBLICO apurou, admitiu mesmo vir a solicitar um parecer à Procuradoria Geral da República.",expl
"Na reunião de ontem, o líder dos sociais-democratas portuenses não deixava qualquer indício sobre a forma como irá conduzir todo o processo face às candidaturas que se desenham.",expl
se o PSD interiorizasse a ideia de que seria uma liderança a prazo estaria a admitir desde já que os resultados das próximas eleições autárquicas iriam redundar num novo desaire eleitoral.,mark
"o PSD tem de se afirmar como uma oposição credível, com uma liderança forte, até porque nas previsões de Menezes também entram as medidas impopulares do governo socialista que estarão aí a chegar ...",expl
"O citado desvio, pela escarpa do Observatório, aproxima-se dos acessos à Ponte do Freixo e à auto-estrada.",expl
"Ambos se recusaram a assinar, no final de 1996, o tratado de interdição total de testes nucleares (CTBT, segundo o acrónimo inglês).",expl
"O também ex-jornalista da RTP lembrou que se está a voltar à ideia de que «o accionista deve interferir na vida das empresas», mas referiu que «o jornal para ser credível, não pode ser portador de recados do seu proprietário».",nsubj
"Freneticamente, o Governo tem-se empenhado em gastar centenas de milhares de contos em propaganda para nos convencer das vantagens do aumento em 50 por cento da capacidade (seis faixas) da ponte em termos rodoviários e noutra inquestionável vantagem que é a futura implantação nela do caminho-de-ferro.",expl
Não se estará a comportar o Governo como aqueles babados paizinhos que estragam os filhos com guloseimas?,expl
"À primeira vista, se compararmos os números -- de jornalistas e de telefones, por exemplo --, não parece estar garantido de antemão que, nas horas de ponta, se evitem os «engarrafamentos».",expl
"Confrontado com o pedido da mudança toponímica, o município viseense, através do seu líder, Fernando Ruas, oficiou a Junta no sentido de dar o nome de Luís Martins a uma outra avenida que atravessa a freguesia e que se situa num troço da Entrada Nacional 2 gerido pela Câmara -- o que não agradou aos elementos da autarquia repesense.",expl
"Um americano de 43 anos, John Esposito, que se entretinha a sequestrar crianças numa cela metálica enterrada no jardim da sua casa em Nova Iorque, que vigiava através de circuitos internos de vídeo, entrega-se à polícia.",expl
"A maior parte dos fumadores realizava, assim, apenas uma inalação parcial e a maior parte do fumo ficava-se pelas vias respiratórias superiores e depositava-se na garganta e na boca.",expl
Era aí que se fixava a maior parte das substâncias cancerígenas e a maior parte dos cancros dos fumadores surgiam nestas regiões.,expl
"Pinochet passeou-se por Portugal, tudo numa visita «oficialmente privada».",iobj
O próprio Gorbatchov considerara «imoral» a expulsão de Honecker mas a posição política em que se encontra actualmente o Presidente soviético não é a mais propícia para fazer fazer as suas opiniões.,expl
"O alegado violador foi detido em sua casa, depois de a vítima ter denunciado o caso às autoridades policiais quando se encontrava no Hospital Distrital de Barcelos para receber tratamento.",expl
"No momento em que regressava a casa, o indivíduo lançou-se sobre ela, tapou-lhe a boca, agrediu-a e atirou-a ao chão.",expl
"Apesar de a economia norte-americana estar a dar mostras de um arrefecimento, as acções cotadas em Wall Street continuam a valorizar-se de uma forma progressiva e continuada.",expl
Mais tarde inscreveu-se numa escola de música e não perdia tudo quanto era «festinha».,expl
"Nestes últimos dias, os bracarenses apenas têm estudado «pormenores do jogo, pois, quando duas equipas de nível semelhante se encontram, os pormenores é que decidem», reforçou Donner, que vai iniciar o jogo com uma defesa 3x2x1, agressiva quanto baste.",expl
José Saldanha mostra-se ainda «muito surpreendido» com a suspensão de que foi alvo a ETEM por parte da Direcção-Geral de Armamento (DGA) e acusa este organismo de «não assumir as suas responsabilidades».,expl
"Uma medida que, no entender da entidade sindical, «só peca por tardia» e vai alterar o decreto-lei de 1979 que regulamentava a actividades desses professores, estabelecendo-se agora novas condições e regras para o exercício do ensino da língua portuguesa no estrangeiro.",nsubj
"Os Cocteau Twins fecharam a 18ª edição do Printemps de Bourges, infelizmente sem aquilo a que se pode chamar «uma chave de ouro».",nsubj
"Depois, verifica-se uma enorme discrepância de valores na sua avaliação para efeitos fiscais, sempre gravosa, sem atentar sequer nas flutuações do mercado e das próprias leis.",nsubj
Ignora-se qual o princípio que preside a tão injusta como iníqua privatização;,nsubj
"mas, se o objectivo foi libertar os terrenos, evitando a estagnação, seria necessário que as autarquias respondessem às solicitações, o que não acontece.",mark
"Aproveitaria para lhe mostrar o estado lamentável de um enorme casarão, esventrado e em tosco, na sequência do incêndio da Faculdade de Ciências (há 18 anos!), de reinstalação sempre adiada e pomposamente referido como Museu Nacional, que pouco deve à tutela, mas ao qual se reconhece uma obra científica, cultural e pedagógica notável.",nsubj
"De resto, os comerciantes espanhóis parecem estar mais atentos ao que se passa no Algarve do que os colegas portugueses.",expl
"Fiéis aos seus «pubs» em Albufeira, continuam os ingleses, mas longe vão os tempos em que com um libra -- em 1988 valia 285 escudos, hoje fica-se pelos 230 -- faziam figura de reis e senhores.",expl
"A primeira das críticas ontem apresentadas foi para o novo sistema retributivo, que os enfermeiros consideram nunca se ter adaptado à carreira de enfermagem.",expl
"Quanto a horas extraordinárias, os enfermeiros salientam não terem acesso às «vultuosas verbas» que nelas se consomem e que para alguns profissionais da saúde funcionam «mais como complementos disfarçados de vencimento do que como resposta a necessidades efectivas».",expl
"P. -- Mesmo que seja eleito, não se desvinculará do partido?",expl
"Apesar de parecer paradoxal, Milosevic e o seu partido têm agora boas razões para alguma esperança, pelo menos para a sua própria sobrevivência política no poder, se não mesmo para um futuro que poderá revelar-se brilhante e colorido.",obj
«Eles não se ficarão por aí.,expl
Rebentou um pneu e ouviu-se um grande estrondo.,nsubj
A sua distracção ia ao ponto de telefonar para casa a perguntar se o filho se chamava José António ou António José.,obj
"Depois, tornou-se local de convívio da mais alta qualidade.",expl
"As reacções foram cautelosas e os EUA, porque nos maus filmes de terror os mortos-vivos conseguem sempre levantar-se, exigiram uma autópsia.",expl
"Duarte Pacheco alega que o Carregado é a zona do concelho de Alenquer com maior índice de crescimento industrial e «é também um dos maiores centros populacionais da região, pelo facto de se situar num dos maiores nós rodoviários do país», acrescido das ligações fluviais e ferroviárias.",expl
O ministro português da Administração Interna avistou-se ontem com o ministro holandês da Justiça para receber os «dossiers» sobre a imigração e do Grupo de Trevi que transitam da presidência holandesa da Comunidade para a portuguesa.,expl
"A passagem do testemunho, entre Haia e Lisboa, em matéria de política interna comunitária apenas se fez agora por indisponibilidade da agenda do ministro holandês da Justiça.",expl
"É claro que as contas podem todas complicar-se, caso holandeses e ingleses empatem e polacos vençam noruegueses.",expl
"A decisão do Grupo ficaria então muito complicada, com três equipas com hipóteses de chegar ao fim com 14 pontos e a ser preciso recorrer ao «foto-finish» para saber quem se apuraria.",expl
"O objectivo genérico destas iniciativas, patrocinadas pela União Europeia, é o desenvolvimento de uma política global de redução da insegurança, à volta de quatro eixos fundamentais: respeito pelos direitos humanos, participação activa dos cidadãos na definição e aplicação da política de segurança requerida, aposta em soluções de partenariado envolvendo os sectores público e privado e preocupação com a segurança do cidadão, para evitar que ele se torne autor ou vítima de crimes.",expl
Esta nova equipa propõe-se fazer um trabalho honesto e claro.,iobj
"Diz o jornal, referindo-se à comissão política de ontem, que Nobre Guedes «sublinhará que o presidente do PP nunca mentiu no decurso do processo de constituição das listas».",expl
